,Url,Title,Company,Location,Last_Updated,Rent,Unit,Availability,Phone,AverageRating,# of Reviwer,WalkScore,WalkScore_desc,TransitScore,TransitScore_desc,Rent_by_room
331,https://www.apartments.com/5700-bryant-st-pittsburgh-pa-unit-4/el6v1np/,5700 Bryant St Unit 4,,"Pittsburgh, PA 15206",10 hrs Ago,$999,1 Bed,Available 04/06/20,724-264-5501,,,67,Somewhat Walkable,47,Some Transit,{'1 Bed': '$999'}
332,https://www.apartments.com/5700-bryant-st-pittsburgh-pa-unit-52/cq6pc0d/,5700 Bryant St Unit 52,,"Pittsburgh, PA 15206",New,"$1,399",1 Bed,Available 06/01/20,412-218-0654,,,67,Somewhat Walkable,47,Some Transit,"{'1 Bed': '$1,399'}"
333,https://www.apartments.com/5700-bryant-st-pittsburgh-pa-unit-52/cq6pc0d/,5700 Bryant St Unit 52,,"Pittsburgh, PA 15206",New,"$1,399",1 Bed,Available 06/01/20,412-218-0654,,,67,Somewhat Walkable,47,Some Transit,"{'1 Bed': '$1,399'}"
334,https://www.apartments.com/2130-wightman-st-pittsburgh-pa-unit-14/yq8td6s/,2130 Wightman St Unit 14,,"Pittsburgh, PA 15217",11 hrs Ago,$858,Studio,Available 08/01/20,412-517-6582,,,84,Very Walkable,53,Good Transit,{'Studio': '$858'}
335,https://www.apartments.com/6219-monitor-st-pittsburgh-pa/t5bh518/,6219 Monitor St,,"Pittsburgh, PA 15217",11 hrs Ago,"$1,500",Townhome for Rent,Available 08/01/20,412-517-6316,,,74,Very Walkable,50,Good Transit,"{'3 Beds': '$1,500'}"
336,https://www.apartments.com/5608-beacon-st-pittsburgh-pa-unit-3-bed/kltz0m8/,5608 Beacon St Unit 3 Bed,,"Pittsburgh, PA 15217",11 hrs Ago,"$2,184",3 Bed,Available 08/01/20,412-404-6842,,,85,Very Walkable,54,Good Transit,"{'3 Beds': '$2,184'}"
337,https://www.apartments.com/5830-bartlett-st-pittsburgh-pa-unit-1r/90ycyh5/,5830 Bartlett St Unit 1R,,"Pittsburgh, PA 15217",11 hrs Ago,"$1,600",1 Bed,Available 07/01/20,724-330-4198,,,94,Walker's Paradise,54,Good Transit,"{'1 Bed': '$1,600'}"
338,https://www.apartments.com/727-berkshire-ave-pittsburgh-pa-unit-2/cljxrfg/,727 Berkshire Ave Unit 2,,"Pittsburgh, PA 15226",1 day Ago,$840,1 Bed,Available 04/01/20,,,,76,Very Walkable,39,Some Transit,{'1 Bed': '$840'}
339,https://www.apartments.com/727-berkshire-ave-pittsburgh-pa-unit-2/cljxrfg/,727 Berkshire Ave Unit 2,,"Pittsburgh, PA 15226",1 day Ago,$840,1 Bed,Available 04/01/20,,,,76,Very Walkable,39,Some Transit,{'1 Bed': '$840'}
340,https://www.apartments.com/1806-termon-ave-pittsburgh-pa-unit-2/brty9l8/,1806 Termon Ave Unit 2,,"Pittsburgh, PA 15212",1 day Ago,$895,2 Bed,Available Now,,,,51,Somewhat Walkable,43,Some Transit,{'2 Beds': '$895'}
341,https://www.apartments.com/314-s-bouquet-st-pittsburgh-pa-unit-1/c2hvv8f/,314 S Bouquet St Unit 1,,"Pittsburgh, PA 15213",1 day Ago,"$1,125",2 Bed,Available 08/01/20,412-345-1642,,,95,Walker's Paradise,70,Excellent Transit,"{'2 Beds': '$1,125'}"
342,https://www.apartments.com/312-s-bouquet-st-pittsburgh-pa-unit-1/rvh3km2/,312 S Bouquet St Unit #1,,"Pittsburgh, PA 15213",1 day Ago,"$1,125",2 Bed,Available 08/01/20,412-385-2798,,,95,Walker's Paradise,70,Excellent Transit,"{'2 Beds': '$1,125'}"
343,https://www.apartments.com/5700-fifth-ave-pittsburgh-pa-unit-c23/jrs9q44/,5700 Fifth Ave Unit C23,,"Pittsburgh, PA 15232",1 day Ago,"$1,050",2 Bed,Available 07/01/20,844-367-5521,,,82,Very Walkable,68,Good Transit,"{'2 Beds': '$1,050'}"
344,https://www.apartments.com/5700-fifth-ave-pittsburgh-pa-unit-c32/783wrtz/,5700 Fifth Ave Unit C32,,"Pittsburgh, PA 15232",1 day Ago,$815,1 Bed,Available 08/01/20,844-366-8205,,,82,Very Walkable,68,Good Transit,{'1 Bed': '$815'}
345,https://www.apartments.com/5700-fifth-ave-pittsburgh-pa-unit-c32/783wrtz/,5700 Fifth Ave Unit C32,,"Pittsburgh, PA 15232",1 day Ago,$815,1 Bed,Available 08/01/20,844-366-8205,,,82,Very Walkable,68,Good Transit,{'1 Bed': '$815'}
346,https://www.apartments.com/5700-fifth-ave-pittsburgh-pa-unit-b25/ktx3n1b/,5700 Fifth Ave Unit B25,,"Pittsburgh, PA 15232",1 day Ago,$725,1 Bed,Available 08/01/20,724-798-4498,,,82,Very Walkable,68,Good Transit,{'1 Bed': '$725'}
347,https://www.apartments.com/270-emerson-st-pittsburgh-pa-unit-8/nvh2d8m/,270 Emerson St Unit 8,,"Pittsburgh, PA 15206",1 day Ago,"$1,150",2 Bed,Available 08/01/20,844-372-0879,,,94,Walker's Paradise,71,Excellent Transit,"{'2 Beds': '$1,150'}"
348,https://www.apartments.com/6301-fifth-ave-pittsburgh-pa-unit-14c/24h1shc/,6301 Fifth Ave Unit 14c,,"Pittsburgh, PA 15206",1 day Ago,$725,1 Bed,Available 08/01/20,412-626-6361,,,73,Very Walkable,69,Good Transit,{'1 Bed': '$725'}
349,https://www.apartments.com/6111-alder-st-pittsburgh-pa-unit-3a/mrk31yj/,6111 Alder St Unit 3a,,"Pittsburgh, PA 15206",1 day Ago,"$1,600",3 Bed,Available 07/01/20,412-626-6293,,,95,Walker's Paradise,71,Excellent Transit,"{'3 Beds': '$1,600'}"
350,https://www.apartments.com/6301-fifth-ave-pittsburgh-pa-unit-2a/qgj8m8w/,6301 Fifth Ave Unit 2a,,"Pittsburgh, PA 15206",1 day Ago,$725,1 Bed,Available 06/01/20,412-626-6718,,,73,Very Walkable,69,Good Transit,{'1 Bed': '$725'}
351,https://www.apartments.com/6301-fifth-ave-pittsburgh-pa-unit-2a/qgj8m8w/,6301 Fifth Ave Unit 2a,,"Pittsburgh, PA 15206",1 day Ago,$725,1 Bed,Available 06/01/20,412-626-6718,,,73,Very Walkable,69,Good Transit,{'1 Bed': '$725'}
352,https://www.apartments.com/747-mccaslin-st-pittsburgh-pa/p3x1gxr/,747 McCaslin St,,"Pittsburgh, PA 15217",New,"$1,750",House for Rent,Available Now,724-933-6300,,,72,Very Walkable,47,Some Transit,"{'4+ Beds': '$1,750'}"
353,https://www.apartments.com/1700-grandview-ave-pittsburgh-pa/f845hjs/,1700 Grandview Ave,,"Pittsburgh, PA 15211",New,"$2,300",Condo for Rent,Available Now,412-471-4900,,,32,Car-Dependent,68,Good Transit,"{'2 Beds': '$2,300'}"
354,https://www.apartments.com/4239-upview-terrace-pittsburgh-pa/jxh0e74/,4239 Upview Terrace,,"Pittsburgh, PA 15201",New,"$1,400",House for Rent,Available Now,412-367-8000,,,55,Somewhat Walkable,42,Some Transit,"{'3 Beds': '$1,400'}"
355,https://www.apartments.com/2275-swallow-hill-rd-pittsburgh-pa/d2d720h/,2275 Swallow Hill Rd,,"Pittsburgh, PA 15220",New,"$2,975",Condo for Rent,Available Now,412-833-5405,,,45,Car-Dependent,33,Some Transit,"{'Studio': '$2,975'}"
356,https://www.apartments.com/1726-denniston-st-pittsburgh-pa/nbd4bdp/,1726 Denniston St,,"Pittsburgh, PA 15217",New,"$3,400",House for Rent,Available Now,724-733-7100,,,91,Walker's Paradise,54,Good Transit,"{'4 Beds': '$3,400'}"
357,https://www.apartments.com/1726-denniston-st-pittsburgh-pa/nbd4bdp/,1726 Denniston St,,"Pittsburgh, PA 15217",New,"$3,400",House for Rent,Available Now,724-733-7100,,,91,Walker's Paradise,54,Good Transit,"{'4 Beds': '$3,400'}"
358,https://www.apartments.com/6-craig-ct-pittsburgh-pa/n8448wq/,6 Craig Ct,,"Pittsburgh, PA 15228",New,$925,House for Rent,Available Now,412-548-1588,,,54,Somewhat Walkable,48,Some Transit,{'3 Beds': '$925'}
359,https://www.apartments.com/3615-mt-troy-rd-pittsburgh-pa/hkgv290/,3615 Mt Troy Rd,,"Pittsburgh, PA 15212",New,"$1,295",2 Bed,Available Now,412-963-7655,,,7,Car-Dependent,30,Some Transit,"{'2 Beds': '$1,295'}"
360,https://www.apartments.com/985-mcneilly-rd-pittsburgh-pa/g13ysgz/,985 McNeilly Rd,,"Pittsburgh, PA 15226",New,"$1,395",House for Rent,Available Now,412-264-8300,,,47,Car-Dependent,41,Some Transit,"{'2 Beds': '$1,395'}"
361,https://www.apartments.com/311-11th-st-pittsburgh-pa/kmw1w9c/,311 11th St,,"Pittsburgh, PA 15215",New,"$1,000",House for Rent,Available Now,412-366-1600,,,68,Somewhat Walkable,41,Some Transit,"{'2 Beds': '$1,000'}"
362,https://www.apartments.com/12-ellsworth-terrace-pittsburgh-pa/hh9kh22/,12 Ellsworth Terrace,,"Pittsburgh, PA 15213",New,"$3,050",Townhome for Rent,Available Now,412-367-3200,,,85,Very Walkable,71,Excellent Transit,"{'3 Beds': '$3,050'}"
363,https://www.apartments.com/12-ellsworth-terrace-pittsburgh-pa/hh9kh22/,12 Ellsworth Terrace,,"Pittsburgh, PA 15213",New,"$3,050",Townhome for Rent,Available Now,412-367-3200,,,85,Very Walkable,71,Excellent Transit,"{'3 Beds': '$3,050'}"
364,https://www.apartments.com/142-castle-dr-pittsburgh-pa/zlj94ew/,142 Castle Dr,,"Pittsburgh, PA 15235",New,"$1,200",House for Rent,Available Now,412-366-1600,,,28,Car-Dependent,29,Some Transit,"{'3 Beds': '$1,200'}"
365,https://www.apartments.com/2356-w-gate-dr-pittsburgh-pa/bdp2wtc/,2356 W Gate Dr,,"Pittsburgh, PA 15237",New,"$2,875",House for Rent,Available Now,412-366-1600,,,10,Car-Dependent,0,Minimal Transit,"{'4 Beds': '$2,875'}"
366,https://www.apartments.com/2026-waterfront-pl-pittsburgh-pa/ml6154l/,2026 Waterfront Pl,,"Pittsburgh, PA 15222",New,"$4,500",Townhome for Rent,Available Now,724-941-3340,,,72,Very Walkable,70,Excellent Transit,"{'4 Beds': '$4,500'}"
367,https://www.apartments.com/68-country-club-dr-pittsburgh-pa/jekel36/,68 Country Club Dr,,"Pittsburgh, PA 15241",New,"$2,500",House for Rent,Available Now,412-833-7700,,,10,Car-Dependent,0,Minimal Transit,"{'3 Beds': '$2,500'}"
368,https://www.apartments.com/3810-east-st-pittsburgh-pa/dbhgqjh/,3810 East St,,"Pittsburgh, PA 15214",New,"$1,350",House for Rent,Available Now,724-733-7100,,,26,Car-Dependent,41,Some Transit,"{'3 Beds': '$1,350'}"
369,https://www.apartments.com/3810-east-st-pittsburgh-pa/dbhgqjh/,3810 East St,,"Pittsburgh, PA 15214",New,"$1,350",House for Rent,Available Now,724-733-7100,,,26,Car-Dependent,41,Some Transit,"{'3 Beds': '$1,350'}"
370,https://www.apartments.com/5512-bartlett-st-pittsburgh-pa/d5eggel/,5512 Bartlett St,,"Pittsburgh, PA 15217",New,"$3,200",House for Rent,Available Now,724-933-6300,,,75,Very Walkable,55,Good Transit,"{'4+ Beds': '$3,200'}"
371,https://www.apartments.com/874-beacon-ln-pittsburgh-pa/x0rlypn/,874 Beacon Ln,,"Pittsburgh, PA 15237",New,"$2,200",Townhome for Rent,Available Now,412-367-8000,,,63,Somewhat Walkable,31,Some Transit,"{'3 Beds': '$2,200'}"
372,https://www.apartments.com/221-meridan-st-pittsburgh-pa/n6jhw0m/,221 Meridan St,,"Pittsburgh, PA 15211",New,"$2,800",House for Rent,Available Now,412-363-4000,,,61,Somewhat Walkable,66,Good Transit,"{'3 Beds': '$2,800'}"
373,https://www.apartments.com/405-camelot-dr-pittsburgh-pa/n3mfwvm/,405 Camelot Dr,,"Pittsburgh, PA 15237",New,"$1,175",Condo for Rent,Available Now,724-933-8500,,,22,Car-Dependent,27,Some Transit,"{'2 Beds': '$1,175'}"
374,https://www.apartments.com/609-calais-dr-pittsburgh-pa/4seplxj/,609 Calais Dr,,"Pittsburgh, PA 15237",New,$895,Condo for Rent,Available Now,724-733-7100,,,3,Car-Dependent,0,Minimal Transit,{'1 Bed': '$895'}
375,https://www.apartments.com/609-calais-dr-pittsburgh-pa/4seplxj/,609 Calais Dr,,"Pittsburgh, PA 15237",New,$895,Condo for Rent,Available Now,724-733-7100,,,3,Car-Dependent,0,Minimal Transit,{'1 Bed': '$895'}
376,https://www.apartments.com/120-cobblestone-dr-pittsburgh-pa/ptgkh0r/,120 Cobblestone Dr,,"Pittsburgh, PA 15237",New,"$2,100",Townhome for Rent,Available Now,724-776-2900,,,2,Car-Dependent,0,Minimal Transit,"{'3 Beds': '$2,100'}"
377,https://www.apartments.com/358-plummer-ave-pittsburgh-pa/02e40f0/,358 Plummer Ave,,"Pittsburgh, PA 15202",New,"$1,100",House for Rent,Available Now,412-366-1600,,,5,Car-Dependent,23,Minimal Transit,"{'2 Beds': '$1,100'}"
378,https://www.apartments.com/962-roland-rd-pittsburgh-pa/xe086bq/,962 Roland Rd,,"Pittsburgh, PA 15221",New,"$1,150",House for Rent,Available Now,412-363-4000,,,36,Car-Dependent,15,Minimal Transit,"{'3 Beds': '$1,150'}"
379,https://www.apartments.com/1917-squaw-run-rd-pittsburgh-pa/rrertm1/,1917 Squaw Run Rd,,"Pittsburgh, PA 15238",New,"$4,000",House for Rent,Available Now,412-487-3200,,,0,Car-Dependent,0,Minimal Transit,"{'4 Beds': '$4,000'}"
380,https://www.apartments.com/137-bodkin-st-pittsburgh-pa/wfnww7l/,137 Bodkin St,,"Pittsburgh, PA 15226",New,"$1,150",House for Rent,Available Now,412-833-5405,,,72,Very Walkable,45,Some Transit,"{'2 Beds': '$1,150'}"
381,https://www.apartments.com/137-bodkin-st-pittsburgh-pa/wfnww7l/,137 Bodkin St,,"Pittsburgh, PA 15226",New,"$1,150",House for Rent,Available Now,412-833-5405,,,72,Very Walkable,45,Some Transit,"{'2 Beds': '$1,150'}"
382,https://www.apartments.com/5206-butler-st-pittsburgh-pa/9j8ll67/,5206 Butler St,,"Pittsburgh, PA 15201",New,"$2,200",2 Bed,Available Now,412-487-3200,,,76,Very Walkable,42,Some Transit,"{'2 Beds': '$2,200'}"
383,https://www.apartments.com/2361-giant-oaks-dr-pittsburgh-pa/4hmfc8h/,2361 Giant Oaks Dr,,"Pittsburgh, PA 15241",New,"$2,750",House for Rent,Available Now,724-933-6300,,,8,Car-Dependent,0,Minimal Transit,"{'4 Beds': '$2,750'}"
384,https://www.apartments.com/52-oregon-ave-pittsburgh-pa/bbx0sw9/,52 Oregon Ave,,"Pittsburgh, PA 15205",New,$850,2 Bed,Available Now,724-933-6300,,,64,Somewhat Walkable,48,Some Transit,{'2 Beds': '$850'}
385,https://www.apartments.com/882-beacon-ln-pittsburgh-pa/63269mr/,882 Beacon Ln,,"Pittsburgh, PA 15237",New,"$2,750",Townhome for Rent,Available Now,724-933-6300,,,62,Somewhat Walkable,31,Some Transit,"{'3 Beds': '$2,750'}"
386,https://www.apartments.com/5440-dresden-way-pittsburgh-pa/0rs1qt3/,5440 Dresden Way,,"Pittsburgh, PA 15201",New,"$2,700",House for Rent,Available Now,412-521-2222,,,74,Very Walkable,42,Some Transit,"{'3 Beds': '$2,700'}"
387,https://www.apartments.com/5440-dresden-way-pittsburgh-pa/0rs1qt3/,5440 Dresden Way,,"Pittsburgh, PA 15201",New,"$2,700",House for Rent,Available Now,412-521-2222,,,74,Very Walkable,42,Some Transit,"{'3 Beds': '$2,700'}"
388,https://www.apartments.com/2840-fernwald-rd-pittsburgh-pa/js00977/,2840 Fernwald Rd,,"Pittsburgh, PA 15217",New,"$3,500",House for Rent,Available Now,724-933-6300,,,47,Car-Dependent,45,Some Transit,"{'4 Beds': '$3,500'}"
389,https://www.apartments.com/3615-mt-troy-rd-pittsburgh-pa/g6zyy7x/,3615 Mt Troy Rd,,"Pittsburgh, PA 15212",New,"$1,195",2 Bed,Available Now,412-963-7655,,,7,Car-Dependent,30,Some Transit,"{'2 Beds': '$1,195'}"
390,https://www.apartments.com/940-oranmore-st-pittsburgh-pa/6ejengt/,940 Oranmore St,,"Pittsburgh, PA 15201",New,"$1,500",House for Rent,Available Now,724-733-7100,,,17,Car-Dependent,46,Some Transit,"{'3 Beds': '$1,500'}"
391,https://www.apartments.com/585-dorseyville-rd-pittsburgh-pa/c5engbg/,585 Dorseyville Rd,,"Pittsburgh, PA 15238",New,"$4,000",House for Rent,Available Now,412-782-3700,,,14,Car-Dependent,0,Minimal Transit,"{'4 Beds': '$4,000'}"
392,https://www.apartments.com/504-n-neville-st-pittsburgh-pa/pcdlf6r/,504 N Neville St,,"Pittsburgh, PA 15213",New,"$3,500",Condo for Rent,Available Now,724-733-7100,,,87,Very Walkable,70,Excellent Transit,"{'2 Beds': '$3,500'}"
393,https://www.apartments.com/504-n-neville-st-pittsburgh-pa/pcdlf6r/,504 N Neville St,,"Pittsburgh, PA 15213",New,"$3,500",Condo for Rent,Available Now,724-733-7100,,,87,Very Walkable,70,Excellent Transit,"{'2 Beds': '$3,500'}"
394,https://www.apartments.com/54-waterfront-dr-pittsburgh-pa/w3bq3mh/,54 Waterfront Dr,,"Pittsburgh, PA 15222",New,"$4,900",Townhome for Rent,Available Now,412-924-1085,,,40,Car-Dependent,57,Good Transit,"{'3 Beds': '$4,900'}"
395,https://www.apartments.com/140-home-st-pittsburgh-pa/xc9dckp/,140 Home St,,"Pittsburgh, PA 15201",New,"$1,800",House for Rent,Available Now,724-933-6300,,,77,Very Walkable,49,Some Transit,"{'2 Beds': '$1,800'}"
396,https://www.apartments.com/624-frayne-st-pittsburgh-pa/5q8q0sp/,624 Frayne St,,"Pittsburgh, PA 15207",New,$895,2 Bed,Available Now,412-521-2222,,,51,Somewhat Walkable,48,Some Transit,{'2 Beds': '$895'}
397,https://www.apartments.com/2222-broadway-ave-pittsburgh-pa/r5qphs3/,2222 Broadway Ave,,"Pittsburgh, PA 15216",New,$950,1 Bed,Available Now,412-548-1588,,,70,Very Walkable,47,Some Transit,{'1 Bed': '$950'}
398,https://www.apartments.com/291-main-st-pittsburgh-pa/1dhk7l7/,291 Main St,,"Pittsburgh, PA 15201",New,"$2,200",House for Rent,Available Now,724-733-7100,,,91,Walker's Paradise,52,Good Transit,"{'2 Beds': '$2,200'}"
399,https://www.apartments.com/1417-abers-creek-rd-pittsburgh-pa/jn34705/,1417 Abers Creek Rd,,"Pittsburgh, PA 15239",New,"$1,095",House for Rent,Available Now,724-733-7100,,,21,Car-Dependent,20,Minimal Transit,"{'3 Beds': '$1,095'}"
400,https://www.apartments.com/3818-butler-st-pittsburgh-pa/4rctq2k/,3818 Butler St,,"Pittsburgh, PA 15201",New,"$1,200",2 Bed,Available Now,724-933-6300,,,90,Walker's Paradise,60,Good Transit,"{'2 Beds': '$1,200'}"
401,https://www.apartments.com/315-s-evaline-st-pittsburgh-pa/dc9gpqk/,315 S Evaline St,,"Pittsburgh, PA 15224",New,"$1,750",2 Bed,Available Now,412-963-7655,,,88,Very Walkable,66,Good Transit,"{'2 Beds': '$1,750'}"
402,https://www.apartments.com/824-liberty-ave-pittsburgh-pa/zskcclz/,824 Liberty Ave,,"Pittsburgh, PA 15222",New,"$7,250",Condo for Rent,Available Now,412-471-4900,,,100,Walker's Paradise,100,Rider's Paradise,"{'3 Beds': '$7,250'}"
403,https://www.apartments.com/228-n-millvale-ave-pittsburgh-pa/rhqqcq2/,228 N Millvale Ave,,"Pittsburgh, PA 15224",New,"$1,800",House for Rent,Available Now,412-363-4000,,,86,Very Walkable,53,Good Transit,"{'4+ Beds': '$1,800'}"
404,https://www.apartments.com/5570-centre-ave-pittsburgh-pa/7gjx5kx/,5570 Centre Ave,,"Pittsburgh, PA 15232",New,"$1,995",Condo for Rent,Available Now,412-655-0400,,,94,Walker's Paradise,72,Excellent Transit,"{'2 Beds': '$1,995'}"
405,https://www.apartments.com/1236-wightman-st-pittsburgh-pa/crdj2zg/,1236 Wightman St,,"Pittsburgh, PA 15217",New,"$2,850",House for Rent,Available Now,724-733-7100,,,66,Somewhat Walkable,58,Good Transit,"{'3 Beds': '$2,850'}"
406,https://www.apartments.com/245-n-millvale-ave-pittsburgh-pa/td7hz0c/,245 N Millvale Ave,,"Pittsburgh, PA 15224",New,"$1,000",1 Bed,Available Now,724-776-2900,,,86,Very Walkable,53,Good Transit,"{'1 Bed': '$1,000'}"
407,https://www.apartments.com/4006-beechwood-blvd-pittsburgh-pa/w5gzg1l/,4006 Beechwood Blvd,,"Pittsburgh, PA 15217",New,"$1,395",Townhome for Rent,Available Now,724-733-7100,,,67,Somewhat Walkable,49,Some Transit,"{'2 Beds': '$1,395'}"
408,https://www.apartments.com/329-downing-st-pittsburgh-pa/m25c41h/,329 Downing St,,"Pittsburgh, PA 15219",New,"$1,700",2 Bed,Available Now,724-733-7100,,,67,Somewhat Walkable,65,Good Transit,"{'2 Beds': '$1,700'}"
409,https://www.apartments.com/194-oneida-st-pittsburgh-pa/4et4vnl/,194 Oneida St,,"Pittsburgh, PA 15211",New,"$1,700",House for Rent,Available Now,412-366-1600,,,59,Somewhat Walkable,65,Good Transit,"{'3 Beds': '$1,700'}"
410,https://www.apartments.com/2210-hawthorne-ave-pittsburgh-pa/5kswctm/,2210 Hawthorne Ave,,"Pittsburgh, PA 15218",New,$850,2 Bed,Available Now,724-733-7100,,,78,Very Walkable,52,Good Transit,{'2 Beds': '$850'}
411,https://www.apartments.com/1814-kenzie-rd-pittsburgh-pa/20bhy4b/,1814 Kenzie Rd,,"Pittsburgh, PA 15205",New,"$1,200",Condo for Rent,Available Now,724-733-7100,,,21,Car-Dependent,28,Some Transit,"{'2 Beds': '$1,200'}"
412,https://www.apartments.com/513-cabot-way-pittsburgh-pa/cbv4phe/,513 Cabot Way,,"Pittsburgh, PA 15203",New,"$1,795",House for Rent,Available Now,724-733-7100,,,73,Very Walkable,79,Excellent Transit,"{'2 Beds': '$1,795'}"
413,https://www.apartments.com/2611-broadway-ave-pittsburgh-pa/n90494q/,2611 Broadway Ave,,"Pittsburgh, PA 15216",New,"$1,550",House for Rent,Available Now,724-733-7100,,,68,Somewhat Walkable,47,Some Transit,"{'4+ Beds': '$1,550'}"
414,https://www.apartments.com/3720-parkview-ave-pittsburgh-pa/ttfjkf8/,3720 Parkview Ave,,"Pittsburgh, PA 15213",New,"$2,400",House for Rent,Available Now,412-471-4900,,,86,Very Walkable,66,Good Transit,"{'3 Beds': '$2,400'}"
415,https://www.apartments.com/100-garden-gate-dr-pittsburgh-pa/kj1swz9/,100 Garden Gate Dr,,"Pittsburgh, PA 15236",New,"$1,275",2 Bed,Available Now,412-363-4000,,,43,Car-Dependent,25,Some Transit,"{'2 Beds': '$1,275'}"
416,https://www.apartments.com/673-robinwood-dr-pittsburgh-pa/enh35kp/,673 Robinwood Dr,,"Pittsburgh, PA 15216",New,"$1,285",Condo for Rent,Available Now,724-941-8680,,,70,Very Walkable,40,Some Transit,"{'2 Beds': '$1,285'}"
417,https://www.apartments.com/705-brighton-rd-pittsburgh-pa/k7z0cpb/,705 Brighton Rd,,"Pittsburgh, PA 15233",New,"$6,500",House for Rent,Available Now,724-776-2900,,,73,Very Walkable,72,Excellent Transit,"{'4+ Beds': '$6,500'}"
418,https://www.apartments.com/100-garden-gate-dr-pittsburgh-pa/zr73p5x/,100 Garden Gate Dr,,"Pittsburgh, PA 15236",New,"$1,200",2 Bed,Available Now,412-363-4000,,,43,Car-Dependent,25,Some Transit,"{'2 Beds': '$1,200'}"
419,https://www.apartments.com/6214-huntress-st-pittsburgh-pa/m07z0tj/,6214 Huntress St,,"Pittsburgh, PA 15206",New,"$1,325",House for Rent,Available Now,724-733-7100,,,79,Very Walkable,64,Good Transit,"{'3 Beds': '$1,325'}"
420,https://www.apartments.com/301-fifth-ave-pittsburgh-pa/vqsbzhe/,301 Fifth Ave,,"Pittsburgh, PA 15222",New,"$2,650",Condo for Rent,Available Now,412-471-4900,,,100,Walker's Paradise,100,Rider's Paradise,"{'2 Beds': '$2,650'}"
421,https://www.apartments.com/112-washington-pl-pittsburgh-pa/mtv1fyl/,112 Washington Pl,,"Pittsburgh, PA 15219",New,"$1,245",1 Bed,Available Now,412-521-2222,,,94,Walker's Paradise,99,Rider's Paradise,"{'1 Bed': '$1,245'}"
422,https://www.apartments.com/120-banner-way-pittsburgh-pa/xr5bnmp/,120 Banner Way,,"Pittsburgh, PA 15201",New,"$2,200",House for Rent,Available Now,724-933-6300,,,77,Very Walkable,50,Good Transit,"{'2 Beds': '$2,200'}"
423,https://www.apartments.com/225-38th-st-pittsburgh-pa/n2t2vem/,225 38th St,,"Pittsburgh, PA 15201",New,"$2,480",House for Rent,Available Now,412-367-3200,,,90,Walker's Paradise,60,Good Transit,"{'3 Beds': '$2,480'}"
424,https://www.apartments.com/5450-covode-pl-pittsburgh-pa/tdxhyz9/,5450 Covode Pl,,"Pittsburgh, PA 15217",New,"$1,800",3 Bed,Available Now,724-733-7100,,,71,Very Walkable,52,Good Transit,"{'3 Beds': '$1,800'}"
425,https://www.apartments.com/219-main-st-pittsburgh-pa/bhsy6yc/,219 Main St,,"Pittsburgh, PA 15201",New,"$2,300",3 Bed,Available Now,412-363-4000,,,86,Very Walkable,51,Good Transit,"{'3 Beds': '$2,300'}"
426,https://www.apartments.com/5636-beacon-st-pittsburgh-pa/xk1nrsp/,5636 Beacon St,,"Pittsburgh, PA 15217",New,"$1,200",3 Bed,Available Now,724-733-7100,,,89,Very Walkable,54,Good Transit,"{'3 Beds': '$1,200'}"
427,https://www.apartments.com/2302-murray-ave-pittsburgh-pa/g5m6sqx/,2302 Murray Ave,,"Pittsburgh, PA 15217",New,"$1,700",House for Rent,Available Now,724-733-7100,,,93,Walker's Paradise,53,Good Transit,"{'3 Beds': '$1,700'}"
428,https://www.apartments.com/21-bailey-ave-pittsburgh-pa/pqd45st/,21 Bailey Ave,,"Pittsburgh, PA 15211",New,"$1,500",2 Bed,Available Now,724-741-2111,,,76,Very Walkable,76,Excellent Transit,"{'2 Beds': '$1,500'}"
429,https://www.apartments.com/2332-sherbrook-st-pittsburgh-pa/bgs22x9/,2332 Sherbrook St,,"Pittsburgh, PA 15217",New,"$1,450",House for Rent,Available Now,724-733-7100,,,92,Walker's Paradise,53,Good Transit,"{'3 Beds': '$1,450'}"
430,https://www.apartments.com/301-fifth-ave-pittsburgh-pa/9r0cx67/,301 Fifth Ave,,"Pittsburgh, PA 15222",New,"$3,950",Condo for Rent,Available Now,412-367-3200,,,100,Walker's Paradise,100,Rider's Paradise,"{'1 Bed': '$3,950'}"
431,https://www.apartments.com/1107-mt-royal-blvd-pittsburgh-pa/q046rxz/,1107 Mt Royal Blvd,,"Pittsburgh, PA 15223",New,$695,1 Bed,Available Now,412-963-7655,,,56,Somewhat Walkable,25,Some Transit,{'1 Bed': '$695'}
432,https://www.apartments.com/100-garden-gate-dr-pittsburgh-pa/mzsk9dj/,100 Garden Gate Dr,,"Pittsburgh, PA 15236",New,$995,1 Bed,Available Now,412-363-4000,,,43,Car-Dependent,25,Some Transit,{'1 Bed': '$995'}
433,https://www.apartments.com/319-s-lang-ave-pittsburgh-pa/vbg7mpd/,319 S Lang Ave,,"Pittsburgh, PA 15208",New,$895,2 Bed,Available Now,724-733-7100,,,62,Somewhat Walkable,60,Good Transit,{'2 Beds': '$895'}
434,https://www.apartments.com/5170-keystone-st-pittsburgh-pa/bvggfg8/,5170 Keystone St,,"Pittsburgh, PA 15201",New,"$1,950",House for Rent,Available Now,412-487-3200,,,74,Very Walkable,43,Some Transit,"{'3 Beds': '$1,950'}"
